series_id,model_id,asset_code,asset_subtype,asset_type,benchmark,benchmark_code,category_code,country,country_code,dm_em,description,frequency,geography,investor_category,investor_origin,investor_subtype,investor_type,key,lag,name,origin_code,region,sector,start_date,subtype_code,type_code,update_time
GLCOMFUTUXB1MIXINSSPEMIX,CFTC,FUTU,Futures,COM,xb1 comdty,XB1,INS,Global,GL,DM,Non Commercial investor positioning in Gasoline futures,Weekly,GLOBAL,Institutional,Mixed,Mixed,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Mixed/GLCOMFUTUXB1MIXINSSPEMIX.csv,7,Non-commercial inv. Gasoline ,MIX,Global,,06/09/2006,MIX,SPE,07:00:00
USFIFUTUWN1MIXINSSPEMIX,CFTC,FUTU,Futures,FI,wn1 comdty,WN1,INS,US,US,DM,Non Commercial investor positioning in US Ultra Bond futures,Weekly,AMER,Institutional,Mixed,Mixed,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/Mixed/USFIFUTUWN1MIXINSSPEMIX.csv,7,Non-commercial inv. US Ultra Bond ,MIX,,,10/03/2010,MIX,SPE,07:00:00
EMEQFUTUMESMIXINSSPEMIX,CFTC,FUTU,Futures,EQ,mes1 index,MES,INS,Mixed,EM,EM,Non Commercial investor positioning in MSCI EM  futures,Weekly,GLOBAL,Institutional,Mixed,Mixed,Speculative,GLOBAL/Global/EM/Mixed/EQ/Futures/Mixed/Institutional/Speculative/Mixed/EMEQFUTUMESMIXINSSPEMIX.csv,7,Non-commercial inv. MSCI EM  ,MIX,Global,,11/06/2011,MIX,SPE,07:00:00
USFIFUTUUXYMIXINSSPEMIX,CFTC,FUTU,Futures,FI,uxy1 comdty,UXY,INS,US,US,DM,Non Commercial investor positioning in US 10YR Ultra futures,Weekly,AMER,Institutional,Mixed,Mixed,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/Mixed/USFIFUTUUXYMIXINSSPEMIX.csv,7,Non-commercial inv. US 10YR Ultra ,MIX,,,16/03/2016,MIX,SPE,07:00:00
USEQFUTUASDMIXINSSPEMIX,CFTC,FUTU,Futures,EQ,asd1 index,ASD,INS,US,US,DM,Non Commercial investor positioning in S&P 500 Dividend futures,Weekly,AMER,Institutional,Mixed,Mixed,Speculative,AMER/NA/DM/US/EQ/Futures/Mixed/Institutional/Speculative/Mixed/USEQFUTUASDMIXINSSPEMIX.csv,7,Non-commercial inv. S&P 500 Dividend ,MIX,,,17/06/2017,MIX,SPE,07:00:00
GLCOMFUTUPL1MIXINSSPEMAN,CFTC_DISAGG_COM,FUTU,Futures,COM,pl1 comdty,PL1,INS,Global,GL,DM,Managed Money investor positioning in Platinum futures,Weekly,GLOBAL,Institutional,Mixed,Managed money,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Managed money/GLCOMFUTUPL1MIXINSSPEMAN.csv,7,Managed Money Platinum ,MIX,Global,,06/09/2006,MAN,SPE,07:00:00
GLCOMFUTUKC1MIXINSSPEMAN,CFTC_DISAGG_COM,FUTU,Futures,COM,kc1 comdty,KC1,INS,Global,GL,DM,Managed Money investor positioning in Coffee futures,Weekly,GLOBAL,Institutional,Mixed,Managed money,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Managed money/GLCOMFUTUKC1MIXINSSPEMAN.csv,7,Managed Money Coffee ,MIX,Global,,06/09/2006,MAN,SPE,07:00:00
GLCOMFUTUSI1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,si1 comdty,SI1,INS,Global,GL,DM,Producer investor positioning in Silver futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUSI1MIXINSCOMPRO.csv,7,Producers Silver ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUBO1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,bo1 comdty,BO1,INS,Global,GL,DM,Producer investor positioning in Soybean Oil futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUBO1MIXINSCOMPRO.csv,7,Producers Soybean Oil ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUXB1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,xb1 comdty,XB1,INS,Global,GL,DM,Producer investor positioning in Gasoline futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUXB1MIXINSCOMPRO.csv,7,Producers Gasoline ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUHO1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,ho1 comdty,HO1,INS,Global,GL,DM,Producer investor positioning in Heating Oil futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUHO1MIXINSCOMPRO.csv,7,Producers Heating Oil ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUCL1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,cl1 comdty,CL1,INS,Global,GL,DM,Producer investor positioning in WTI Crude futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUCL1MIXINSCOMPRO.csv,7,Producers WTI Crude ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUS1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,s 1 comdty,S1,INS,Global,GL,DM,Producer investor positioning in Soybean futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUS1MIXINSCOMPRO.csv,7,Producers Soybean ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUW1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,w 1 comdty,W1,INS,Global,GL,DM,Producer investor positioning in Wheat futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUW1MIXINSCOMPRO.csv,7,Producers Wheat ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUSM1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,sm1 comdty,SM1,INS,Global,GL,DM,Producer investor positioning in Soybean Meal futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUSM1MIXINSCOMPRO.csv,7,Producers Soybean Meal ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUHG1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,hg1 comdty,HG1,INS,Global,GL,DM,Producer investor positioning in Copper futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUHG1MIXINSCOMPRO.csv,7,Producers Copper ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUCT1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,ct1 comdty,CT1,INS,Global,GL,DM,Producer investor positioning in Cotton  futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUCT1MIXINSCOMPRO.csv,7,Producers Cotton  ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUPA1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,pa1 comdty,PA1,INS,Global,GL,DM,Producer investor positioning in Palladium futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUPA1MIXINSCOMPRO.csv,7,Producers Palladium ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUCT1MIXINSSPEMAN,CFTC_DISAGG_COM,FUTU,Futures,COM,ct1 comdty,CT1,INS,Global,GL,DM,Managed Money investor positioning in Cotton  futures,Weekly,GLOBAL,Institutional,Mixed,Managed money,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Managed money/GLCOMFUTUCT1MIXINSSPEMAN.csv,7,Managed Money Cotton  ,MIX,Global,,06/09/2006,MAN,SPE,07:00:00
GLCOMFUTUPA1MIXINSSPEMAN,CFTC_DISAGG_COM,FUTU,Futures,COM,pa1 comdty,PA1,INS,Global,GL,DM,Managed Money investor positioning in Palladium futures,Weekly,GLOBAL,Institutional,Mixed,Managed money,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Managed money/GLCOMFUTUPA1MIXINSSPEMAN.csv,7,Managed Money Palladium ,MIX,Global,,06/09/2006,MAN,SPE,07:00:00
GLCOMFUTUSB1MIXINSSPEMAN,CFTC_DISAGG_COM,FUTU,Futures,COM,sb1 comdty,SB1,INS,Global,GL,DM,Managed Money investor positioning in Sugar futures,Weekly,GLOBAL,Institutional,Mixed,Managed money,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Managed money/GLCOMFUTUSB1MIXINSSPEMAN.csv,7,Managed Money Sugar ,MIX,Global,,06/09/2006,MAN,SPE,07:00:00
GLCOMFUTUNG1MIXINSSPEMAN,CFTC_DISAGG_COM,FUTU,Futures,COM,ng1 comdty,NG1,INS,Global,GL,DM,Managed Money investor positioning in Natural Gas futures,Weekly,GLOBAL,Institutional,Mixed,Managed money,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Managed money/GLCOMFUTUNG1MIXINSSPEMAN.csv,7,Managed Money Natural Gas ,MIX,Global,,06/09/2006,MAN,SPE,07:00:00
GLCOMFUTUC1MIXINSSPEMAN,CFTC_DISAGG_COM,FUTU,Futures,COM,c 1 comdty,C1,INS,Global,GL,DM,Managed Money investor positioning in Corn futures,Weekly,GLOBAL,Institutional,Mixed,Managed money,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Managed money/GLCOMFUTUC1MIXINSSPEMAN.csv,7,Managed Money Corn ,MIX,Global,,06/09/2006,MAN,SPE,07:00:00
GLCOMFUTUGC1MIXINSSPEMAN,CFTC_DISAGG_COM,FUTU,Futures,COM,gc1 comdty,GC1,INS,Global,GL,DM,Managed Money investor positioning in Gold futures,Weekly,GLOBAL,Institutional,Mixed,Managed money,Speculative,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Speculative/Managed money/GLCOMFUTUGC1MIXINSSPEMAN.csv,7,Managed Money Gold ,MIX,Global,,06/09/2006,MAN,SPE,07:00:00
GLCOMFUTUBO1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,bo1 comdty,BO1,INS,Global,GL,DM,Swap Dealer investor positioning in Soybean Oil futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUBO1MIXINSCOMSWA.csv,7,Swap Dealers Soybean Oil ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
GLCOMFUTUXB1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,xb1 comdty,XB1,INS,Global,GL,DM,Swap Dealer investor positioning in Gasoline futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUXB1MIXINSCOMSWA.csv,7,Swap Dealers Gasoline ,MIX,Global,,06/12/2006,SWA,COM,07:00:00
GLCOMFUTUHO1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,ho1 comdty,HO1,INS,Global,GL,DM,Swap Dealer investor positioning in Heating Oil futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUHO1MIXINSCOMSWA.csv,7,Swap Dealers Heating Oil ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
GLCOMFUTUCL1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,cl1 comdty,CL1,INS,Global,GL,DM,Swap Dealer investor positioning in WTI Crude futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUCL1MIXINSCOMSWA.csv,7,Swap Dealers WTI Crude ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
GLCOMFUTUS1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,s 1 comdty,S1,INS,Global,GL,DM,Swap Dealer investor positioning in Soybean futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUS1MIXINSCOMSWA.csv,7,Swap Dealers Soybean ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
GLCOMFUTUW1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,w 1 comdty,W1,INS,Global,GL,DM,Swap Dealer investor positioning in Wheat futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUW1MIXINSCOMSWA.csv,7,Swap Dealers Wheat ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
GLCOMFUTUSM1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,sm1 comdty,SM1,INS,Global,GL,DM,Swap Dealer investor positioning in Soybean Meal futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUSM1MIXINSCOMSWA.csv,7,Swap Dealers Soybean Meal ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
GLCOMFUTUHG1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,hg1 comdty,HG1,INS,Global,GL,DM,Swap Dealer investor positioning in Copper futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUHG1MIXINSCOMSWA.csv,7,Swap Dealers Copper ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
GLCOMFUTUCT1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,ct1 comdty,CT1,INS,Global,GL,DM,Swap Dealer investor positioning in Cotton  futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUCT1MIXINSCOMSWA.csv,7,Swap Dealers Cotton  ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
GLCOMFUTUPA1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,pa1 comdty,PA1,INS,Global,GL,DM,Swap Dealer investor positioning in Palladium futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUPA1MIXINSCOMSWA.csv,7,Swap Dealers Palladium ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
GLCOMFUTUSB1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,sb1 comdty,SB1,INS,Global,GL,DM,Swap Dealer investor positioning in Sugar futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUSB1MIXINSCOMSWA.csv,7,Swap Dealers Sugar ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
GLCOMFUTUNG1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,ng1 comdty,NG1,INS,Global,GL,DM,Swap Dealer investor positioning in Natural Gas futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUNG1MIXINSCOMSWA.csv,7,Swap Dealers Natural Gas ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
GLCOMFUTUC1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,c 1 comdty,C1,INS,Global,GL,DM,Swap Dealer investor positioning in Corn futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUC1MIXINSCOMSWA.csv,7,Swap Dealers Corn ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
GLCOMFUTUNG1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,ng1 comdty,NG1,INS,Global,GL,DM,Producer investor positioning in Natural Gas futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUNG1MIXINSCOMPRO.csv,7,Producers Natural Gas ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUC1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,c 1 comdty,C1,INS,Global,GL,DM,Producer investor positioning in Corn futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUC1MIXINSCOMPRO.csv,7,Producers Corn ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUGC1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,gc1 comdty,GC1,INS,Global,GL,DM,Producer investor positioning in Gold futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUGC1MIXINSCOMPRO.csv,7,Producers Gold ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUPL1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,pl1 comdty,PL1,INS,Global,GL,DM,Producer investor positioning in Platinum futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUPL1MIXINSCOMPRO.csv,7,Producers Platinum ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUKC1MIXINSCOMPRO,CFTC_DISAGG_COM,FUTU,Futures,COM,kc1 comdty,KC1,INS,Global,GL,DM,Producer investor positioning in Coffee futures,Weekly,GLOBAL,Institutional,Mixed,Producer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Producer/GLCOMFUTUKC1MIXINSCOMPRO.csv,7,Producers Coffee ,MIX,Global,,06/09/2006,PRO,COM,07:00:00
GLCOMFUTUSI1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,si1 comdty,SI1,INS,Global,GL,DM,Swap Dealer investor positioning in Silver futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUSI1MIXINSCOMSWA.csv,7,Swap Dealers Silver ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
USEQFUTURTYMIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,EQ,rty1 index,RTY,INS,US,US,DM,Asset Manager investor positioning in Russell 2000 E-mini futures,Weekly,AMER,Institutional,Mixed,Asset manager,Speculative,AMER/NA/DM/US/EQ/Futures/Mixed/Institutional/Speculative/Asset manager/USEQFUTURTYMIXINSSPEASS.csv,7,Asset Manager Russell 2000 E-mini ,MIX,,,17/08/2017,ASS,SPE,07:00:00
AUFXFUTUAD1MIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,FX,ad1 curncy,AD1,INS,Australia,AU,DM,Asset Manager investor positioning in AUDUSD futures,Weekly,APAC,Institutional,Mixed,Asset manager,Speculative,APAC/Oceania/DM/Australia/FX/Futures/Mixed/Institutional/Speculative/Asset manager/AUFXFUTUAD1MIXINSSPEASS.csv,7,Asset Manager AUDUSD ,MIX,Oceania,,06/10/2006,ASS,SPE,07:00:00
CAFXFUTUCD1MIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,FX,cd1 curncy,CD1,INS,Canada,CA,DM,Asset Manager investor positioning in CAD futures,Weekly,AMER,Institutional,Mixed,Asset manager,Speculative,AMER/NA/DM/Canada/FX/Futures/Mixed/Institutional/Speculative/Asset manager/CAFXFUTUCD1MIXINSSPEASS.csv,7,Asset Manager CAD ,MIX,,,06/09/2006,ASS,SPE,07:00:00
USFIFUTUFF3MIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,FI,ff3 comdty,FF3,INS,US,US,DM,Asset Manager investor positioning in FED Fund 30 day futures,Weekly,AMER,Institutional,Mixed,Asset manager,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/Asset manager/USFIFUTUFF3MIXINSSPEASS.csv,7,Asset Manager FED Fund 30 day ,MIX,,,06/09/2006,ASS,SPE,07:00:00
USFXFUTUDX1MIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,FX,dx1 curncy,DX1,INS,US,US,DM,Asset Manager investor positioning in Dollar Index futures,Weekly,AMER,Institutional,Mixed,Asset manager,Speculative,AMER/NA/DM/US/FX/Futures/Mixed/Institutional/Speculative/Asset manager/USFXFUTUDX1MIXINSSPEASS.csv,7,Asset Manager Dollar Index ,MIX,,,06/12/2006,ASS,SPE,07:00:00
USFIFUTUTU1MIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,FI,tu1 comdty,TU1,INS,US,US,DM,Asset Manager investor positioning in US 2YR futures,Weekly,AMER,Institutional,Mixed,Asset manager,Speculative,AMER/NA/DM/US/FI/Futures/Mixed/Institutional/Speculative/Asset manager/USFIFUTUTU1MIXINSSPEASS.csv,7,Asset Manager US 2YR ,MIX,,,06/09/2006,ASS,SPE,07:00:00
JPEQFUTUNK1MIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,EQ,nk1 index,NK1,INS,Japan,JP,DM,Asset Manager investor positioning in Nikkei 225 futures,Weekly,APAC,Institutional,Mixed,Asset manager,Speculative,APAC/Asia/DM/Japan/EQ/Futures/Mixed/Institutional/Speculative/Asset manager/JPEQFUTUNK1MIXINSSPEASS.csv,7,Asset Manager Nikkei 225 ,MIX,Asia,,06/09/2006,ASS,SPE,07:00:00
GBFXFUTUBP1MIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,FX,bp1 curncy,BP1,INS,UK,GB,DM,Asset Manager investor positioning in GBP futures,Weekly,EMEA,Institutional,Mixed,Asset manager,Speculative,EMEA/Europe/DM/UK/FX/Futures/Mixed/Institutional/Speculative/Asset manager/GBFXFUTUBP1MIXINSSPEASS.csv,7,Asset Manager GBP ,MIX,Europe,,06/09/2006,ASS,SPE,07:00:00
USEQFUTUDM1MIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,EQ,dm1 index,DM1,INS,US,US,DM,Asset Manager investor positioning in DIJA Mini  futures,Weekly,AMER,Institutional,Mixed,Asset manager,Speculative,AMER/NA/DM/US/EQ/Futures/Mixed/Institutional/Speculative/Asset manager/USEQFUTUDM1MIXINSSPEASS.csv,7,Asset Manager DIJA Mini  ,MIX,,,06/09/2006,ASS,SPE,07:00:00
JPEQFUTUNH1MIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,EQ,nh1 index,NH1,INS,Japan,JP,DM,Asset Manager investor positioning in Nikkei futures,Weekly,APAC,Institutional,Mixed,Asset manager,Speculative,APAC/Asia/DM/Japan/EQ/Futures/Mixed/Institutional/Speculative/Asset manager/JPEQFUTUNH1MIXINSSPEASS.csv,7,Asset Manager Nikkei ,MIX,Asia,,07/08/2007,ASS,SPE,07:00:00
EUFXFUTUEC1MIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,FX,ec1 curncy,EC1,INS,Mixed,EU,DM,Asset Manager investor positioning in Euro FX futures,Weekly,EMEA,Institutional,Mixed,Asset manager,Speculative,EMEA/Europe/DM/Mixed/FX/Futures/Mixed/Institutional/Speculative/Asset manager/EUFXFUTUEC1MIXINSSPEASS.csv,7,Asset Manager Euro FX ,MIX,Europe,,06/09/2006,ASS,SPE,07:00:00
USEQFUTUES1MIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,EQ,es1 index,ES1,INS,US,US,DM,Asset Manager investor positioning in S&P500 E-mini futures,Weekly,AMER,Institutional,Mixed,Asset manager,Speculative,AMER/NA/DM/US/EQ/Futures/Mixed/Institutional/Speculative/Asset manager/USEQFUTUES1MIXINSSPEASS.csv,7,Asset Manager S&P500 E-mini ,MIX,,,06/09/2006,ASS,SPE,07:00:00
USEQFUTUFA1MIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,EQ,fa1 index,FA1,INS,US,US,DM,Asset Manager investor positioning in S&P Mid 400 E-mini futures,Weekly,AMER,Institutional,Mixed,Asset manager,Speculative,AMER/NA/DM/US/EQ/Futures/Mixed/Institutional/Speculative/Asset manager/USEQFUTUFA1MIXINSSPEASS.csv,7,Asset Manager S&P Mid 400 E-mini ,MIX,,,06/09/2006,ASS,SPE,07:00:00
GLCOMFUTUPL1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,pl1 comdty,PL1,INS,Global,GL,DM,Swap Dealer investor positioning in Platinum futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUPL1MIXINSCOMSWA.csv,7,Swap Dealers Platinum ,MIX,Global,,06/09/2006,SWA,COM,07:00:00
GLCOMFUTUKC1MIXINSCOMSWA,CFTC_DISAGG_COM,FUTU,Futures,COM,kc1 comdty,KC1,INS,Global,GL,DM,Swap Dealer investor positioning in Coffee futures,Weekly,GLOBAL,Institutional,Mixed,Swap dealer,Commercial,GLOBAL/Global/DM/Global/COM/Futures/Mixed/Institutional/Commercial/Swap dealer/GLCOMFUTUKC1MIXINSCOMSWA.csv,7,Swap Dealers Coffee ,MIX,Global,,07/01/2007,SWA,COM,07:00:00
NZFXFUTUNV1MIXINSSPEASS,CFTC_DISAGG,FUTU,Futures,FX,nv1 curncy,NV1,INS,New-Zealand,NZ,DM,Asset Manager investor positioning in NZD futures,Weekly,APAC,Institutional,Mixed,Asset manager,Speculative,APAC/Oceania/DM/New-Zealand/FX/Futures/Mixed/Institutional/Speculative/Asset manager/NZFXFUTUNV1MIXINSSPEASS.csv,7,Asset Manager NZD ,MIX,Oceania,,06/10/2006,ASS,SPE,07:00:00
