series_id,model_id,asset_code,asset_subtype,asset_type,benchmark,benchmark_code,category_code,country,country_code,dm_em,description,frequency,geography,investor_category,investor_origin,investor_subtype,investor_type,key,lag,name,origin_code,region,sector,start_date,subtype_code,type_code,update_time
GBEQSTCKMIXINSSPEMIX-COMS,EU_EQ_SI,STCK,Stocks,EQ,,,INS,UK,GB,DM,Investor short positions in UK Communication services Stocks,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/UK/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/GBEQSTCKMIXINSSPEMIX-COMS.csv,2,UK Comm. Serv. Short Positions,MIX,Europe,COMS,13/01/2013,MIX,SPE,08:00:00
FREQSTCKMIXINSSPEMIX-COMS,EU_EQ_SI,STCK,Stocks,EQ,,,INS,France,FR,DM,Investor short positions in France Communication services equities,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/France/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/FREQSTCKMIXINSSPEMIX-COMS.csv,2,France Comm. Serv. Short Positions,MIX,Europe,COMS,13/01/2013,MIX,SPE,08:00:00
FREQSTCKMIXINSSPEMIX-STAP,EU_EQ_SI,STCK,Stocks,EQ,,,INS,France,FR,DM,Investor short positions in France Consumer staples equities,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/France/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/FREQSTCKMIXINSSPEMIX-STAP.csv,2,France Cons. Stap. Short Positions,MIX,Europe,STAP,13/01/2013,MIX,SPE,08:00:00
FREQSTCKMIXINSSPEMIX-HLTH,EU_EQ_SI,STCK,Stocks,EQ,,,INS,France,FR,DM,Investor short positions in France Healthcare equities,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/France/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/FREQSTCKMIXINSSPEMIX-HLTH.csv,2,France Healthcare Short Positions,MIX,Europe,HLTH,13/01/2013,MIX,SPE,08:00:00
FREQSTCKMIXINSSPEMIX-MATE,EU_EQ_SI,STCK,Stocks,EQ,,,INS,France,FR,DM,Investor short positions in France Materials equities,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/France/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/FREQSTCKMIXINSSPEMIX-MATE.csv,2,France Materials Short Positions,MIX,Europe,MATE,13/01/2013,MIX,SPE,08:00:00
FREQSTCKMIXINSSPEMIX-UTIL,EU_EQ_SI,STCK,Stocks,EQ,,,INS,France,FR,DM,Investor short positions in France Utilities equities,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/France/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/FREQSTCKMIXINSSPEMIX-UTIL.csv,2,France Utilities Short Positions,MIX,Europe,UTIL,13/01/2013,MIX,SPE,08:00:00
FREQSTCKMIXINSSPEMIX-RLST,EU_EQ_SI,STCK,Stocks,EQ,,,INS,France,FR,DM,Investor short positions in France Real estate equities,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/France/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/FREQSTCKMIXINSSPEMIX-RLST.csv,2,France Real Estate Short Positions,MIX,Europe,RLST,13/01/2013,MIX,SPE,08:00:00
TWEQSTCKDOMINDSPERET-TECH,TW_EQ_RET,STCK,Stocks,EQ,,,IND,Taiwan,TW,EM,Domestic Retail investors' margin buying of Taiwanese Tech Stocks,Daily,APAC,Individual,Domestic,Retail,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Individual/Speculative/Retail/TWEQSTCKDOMINDSPERET-TECH.csv,1,Taiwain Domestic Retail Margin Tech ,DOM,Asia ex-JP,TECH,12/01/2012,RET,SPE,07:00:00
TWEQSTCKDOMINDSPERET-ENER,TW_EQ_RET,STCK,Stocks,EQ,,,IND,Taiwan,TW,EM,Domestic Retail investors' margin buying of Taiwanese Energy Stocks,Daily,APAC,Individual,Domestic,Retail,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Individual/Speculative/Retail/TWEQSTCKDOMINDSPERET-ENER.csv,1,Taiwain Domestic Retail Margin Energy ,DOM,Asia ex-JP,ENER,12/01/2012,RET,SPE,07:00:00
TWEQSTCKDOMINDSPERET-DISC,TW_EQ_RET,STCK,Stocks,EQ,,,IND,Taiwan,TW,EM,Domestic Retail investors' margin buying of Taiwanese Consumer Discretionary Stocks,Daily,APAC,Individual,Domestic,Retail,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Individual/Speculative/Retail/TWEQSTCKDOMINDSPERET-DISC.csv,1,Taiwain Domestic Retail Margin Cons. Disc. ,DOM,Asia ex-JP,DISC,12/01/2012,RET,SPE,07:00:00
TWEQSTCKDOMINDSPERET-FINA,TW_EQ_RET,STCK,Stocks,EQ,,,IND,Taiwan,TW,EM,Domestic Retail investors' margin buying of Taiwanese Financial Stocks,Daily,APAC,Individual,Domestic,Retail,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Individual/Speculative/Retail/TWEQSTCKDOMINDSPERET-FINA.csv,1,Taiwain Domestic Retail Margin Financial ,DOM,Asia ex-JP,FINA,12/01/2012,RET,SPE,07:00:00
TWEQSTCKDOMINDSPERET-INDU,TW_EQ_RET,STCK,Stocks,EQ,,,IND,Taiwan,TW,EM,Domestic Retail investors' margin buying of Taiwanese Industrial Stocks,Daily,APAC,Individual,Domestic,Retail,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Individual/Speculative/Retail/TWEQSTCKDOMINDSPERET-INDU.csv,1,Taiwain Domestic Retail Margin Industrials ,DOM,Asia ex-JP,INDU,12/01/2012,RET,SPE,07:00:00
TWEQSTCKDOMINDSPERET-COMS,TW_EQ_RET,STCK,Stocks,EQ,,,IND,Taiwan,TW,EM,Domestic Retail investors' margin buying of Taiwanese Communication services Stocks,Daily,APAC,Individual,Domestic,Retail,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Individual/Speculative/Retail/TWEQSTCKDOMINDSPERET-COMS.csv,1,Taiwain Domestic Retail Margin Com. Serv. ,DOM,Asia ex-JP,COMS,12/01/2012,RET,SPE,07:00:00
TWEQSTCKDOMINDSPERET-STAP,TW_EQ_RET,STCK,Stocks,EQ,,,IND,Taiwan,TW,EM,Domestic Retail investors' margin buying of Taiwanese Consumer staples Stocks,Daily,APAC,Individual,Domestic,Retail,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Individual/Speculative/Retail/TWEQSTCKDOMINDSPERET-STAP.csv,1,Taiwain Domestic Retail Margin Cons. Staples ,DOM,Asia ex-JP,STAP,12/01/2012,RET,SPE,07:00:00
EUEQSTCKMIXINSSPEMIX-RLST,EU_EQ_SI,STCK,Stocks,EQ,,,INS,Mixed,EU,DM,Investor short positions in European Real estate equities,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/Mixed/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/EUEQSTCKMIXINSSPEMIX-RLST.csv,2,EU Real Estate Short Positions,MIX,Europe,RLST,13/01/2013,MIX,SPE,08:00:00
FREQSTCKMIXINSSPEMIX-TECH,EU_EQ_SI,STCK,Stocks,EQ,,,INS,France,FR,DM,Investor short positions in France Tech equities,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/France/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/FREQSTCKMIXINSSPEMIX-TECH.csv,2,France Tech Short Positions ,MIX,Europe,TECH,13/01/2013,MIX,SPE,08:00:00
FREQSTCKMIXINSSPEMIX-ENER,EU_EQ_SI,STCK,Stocks,EQ,,,INS,France,FR,DM,Investor short positions in France Energy equities,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/France/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/FREQSTCKMIXINSSPEMIX-ENER.csv,2,France Energy Short Positions ,MIX,Europe,ENER,13/01/2013,MIX,SPE,08:00:00
FREQSTCKMIXINSSPEMIX-DISC,EU_EQ_SI,STCK,Stocks,EQ,,,INS,France,FR,DM,Investor short positions in France Consumer Discretionary equities,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/France/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/FREQSTCKMIXINSSPEMIX-DISC.csv,2,France Cons. Disc. Short Positions ,MIX,Europe,DISC,13/01/2013,MIX,SPE,08:00:00
FREQSTCKMIXINSSPEMIX-FINA,EU_EQ_SI,STCK,Stocks,EQ,,,INS,France,FR,DM,Investor short positions in France Financial equities,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/France/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/FREQSTCKMIXINSSPEMIX-FINA.csv,2,France Financials Short Positions,MIX,Europe,FINA,13/01/2013,MIX,SPE,08:00:00
FREQSTCKMIXINSSPEMIX-INDU,EU_EQ_SI,STCK,Stocks,EQ,,,INS,France,FR,DM,Investor short positions in France Industrial equities,Daily,EMEA,Institutional,Mixed,Mixed,Speculative,EMEA/Europe/DM/France/EQ/Stocks/Mixed/Institutional/Speculative/Mixed/FREQSTCKMIXINSSPEMIX-INDU.csv,2,France Industrials Short Positions,MIX,Europe,INDU,13/01/2013,MIX,SPE,08:00:00
EUEQSTCKMIXMIXPASETF-INDU,ETF_2,STCK,Stocks,EQ,,,MIX,Mixed,EU,DM,ETFs flows into European Industrial equities,Daily,EMEA,Mixed,Mixed,ETF,Passive,EMEA/Europe/DM/Mixed/EQ/Stocks/Mixed/Mixed/Passive/ETF/EUEQSTCKMIXMIXPASETF-INDU.csv,1,ETFs European Industrial equities,MIX,Europe,INDU,07/12/2007,ETF,PAS,09:00:00
EUEQSTCKMIXMIXPASETF-FINA,ETF_2,STCK,Stocks,EQ,,,MIX,Mixed,EU,DM,ETFs flows into European Financial equities,Daily,EMEA,Mixed,Mixed,ETF,Passive,EMEA/Europe/DM/Mixed/EQ/Stocks/Mixed/Mixed/Passive/ETF/EUEQSTCKMIXMIXPASETF-FINA.csv,1,ETFs European Financial equities,MIX,Europe,FINA,07/12/2007,ETF,PAS,09:00:00
EUEQSTCKMIXMIXPASETF-COMS,ETF_2,STCK,Stocks,EQ,,,MIX,Mixed,EU,DM,ETFs flows into European Communication services equities,Daily,EMEA,Mixed,Mixed,ETF,Passive,EMEA/Europe/DM/Mixed/EQ/Stocks/Mixed/Mixed/Passive/ETF/EUEQSTCKMIXMIXPASETF-COMS.csv,1,ETFs European Communication services equities,MIX,Europe,COMS,07/12/2007,ETF,PAS,09:00:00
EUEQSTCKMIXMIXPASETF-STAP,ETF_2,STCK,Stocks,EQ,,,MIX,Mixed,EU,DM,ETFs flows into European Consumer staples equities,Daily,EMEA,Mixed,Mixed,ETF,Passive,EMEA/Europe/DM/Mixed/EQ/Stocks/Mixed/Mixed/Passive/ETF/EUEQSTCKMIXMIXPASETF-STAP.csv,1,ETFs European Consumer staples equities,MIX,Europe,STAP,07/12/2007,ETF,PAS,09:00:00
EUEQSTCKMIXMIXPASETF-HLTH,ETF_2,STCK,Stocks,EQ,,,MIX,Mixed,EU,DM,ETFs flows into European Healthcare equities,Daily,EMEA,Mixed,Mixed,ETF,Passive,EMEA/Europe/DM/Mixed/EQ/Stocks/Mixed/Mixed/Passive/ETF/EUEQSTCKMIXMIXPASETF-HLTH.csv,1,ETFs European Healthcare equities,MIX,Europe,HLTH,07/12/2007,ETF,PAS,09:00:00
EUEQSTCKMIXMIXPASETF-MATE,ETF_2,STCK,Stocks,EQ,,,MIX,Mixed,EU,DM,ETFs flows into European Materials equities,Daily,EMEA,Mixed,Mixed,ETF,Passive,EMEA/Europe/DM/Mixed/EQ/Stocks/Mixed/Mixed/Passive/ETF/EUEQSTCKMIXMIXPASETF-MATE.csv,1,ETFs European Materials equities,MIX,Europe,MATE,07/12/2007,ETF,PAS,09:00:00
EUEQSTCKMIXMIXPASETF-UTIL,ETF_2,STCK,Stocks,EQ,,,MIX,Mixed,EU,DM,ETFs flows into European Utilities equities,Daily,EMEA,Mixed,Mixed,ETF,Passive,EMEA/Europe/DM/Mixed/EQ/Stocks/Mixed/Mixed/Passive/ETF/EUEQSTCKMIXMIXPASETF-UTIL.csv,1,ETFs European Utilities equities,MIX,Europe,UTIL,07/12/2007,ETF,PAS,09:00:00
EUEQSTCKMIXMIXPASETF-RLST,ETF_2,STCK,Stocks,EQ,,,MIX,Mixed,EU,DM,ETFs flows into European Real estate equities,Daily,EMEA,Mixed,Mixed,ETF,Passive,EMEA/Europe/DM/Mixed/EQ/Stocks/Mixed/Mixed/Passive/ETF/EUEQSTCKMIXMIXPASETF-RLST.csv,1,ETFs European Real estate equities,MIX,Europe,RLST,07/12/2007,ETF,PAS,09:00:00
EUEQCOMB-TECH,EU_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Mixed,EU,DM,Combined positioning in EU Tech,Daily,EMEA,Combined,Mixed,Mixed,Mixed,EMEA/Europe/DM/Mixed/EQ/Mixed/Mixed/Combined/Mixed/Mixed/EUEQCOMB-TECH.csv,1,EU Tech,,Europe,TECH,13/01/2013,,,05:00:00
EUEQCOMB-ENER,EU_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Mixed,EU,DM,Combined positioning in EU Energy,Daily,EMEA,Combined,Mixed,Mixed,Mixed,EMEA/Europe/DM/Mixed/EQ/Mixed/Mixed/Combined/Mixed/Mixed/EUEQCOMB-ENER.csv,1,EU Energy,,Europe,ENER,13/01/2013,,,05:00:00
EUEQCOMB-DISC,EU_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Mixed,EU,DM,Combined positioning in EU Cons. Disc,Daily,EMEA,Combined,Mixed,Mixed,Mixed,EMEA/Europe/DM/Mixed/EQ/Mixed/Mixed/Combined/Mixed/Mixed/EUEQCOMB-DISC.csv,1,EU Cons. Disc,,Europe,DISC,13/01/2013,,,05:00:00
EUEQCOMB-FINA,EU_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Mixed,EU,DM,Combined positioning in EU Financials,Daily,EMEA,Combined,Mixed,Mixed,Mixed,EMEA/Europe/DM/Mixed/EQ/Mixed/Mixed/Combined/Mixed/Mixed/EUEQCOMB-FINA.csv,1,EU Financials,,Europe,FINA,13/01/2013,,,05:00:00
EUEQCOMB-INDU,EU_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Mixed,EU,DM,Combined positioning in EU Industrials,Daily,EMEA,Combined,Mixed,Mixed,Mixed,EMEA/Europe/DM/Mixed/EQ/Mixed/Mixed/Combined/Mixed/Mixed/EUEQCOMB-INDU.csv,1,EU Industrials,,Europe,INDU,13/01/2013,,,05:00:00
EUEQCOMB-COMS,EU_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Mixed,EU,DM,Combined positioning in EU Com. Serv.,Daily,EMEA,Combined,Mixed,Mixed,Mixed,EMEA/Europe/DM/Mixed/EQ/Mixed/Mixed/Combined/Mixed/Mixed/EUEQCOMB-COMS.csv,1,EU Com. Serv.,,Europe,COMS,13/01/2013,,,05:00:00
EUEQCOMB-STAP,EU_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Mixed,EU,DM,Combined positioning in EU Cons. Staples,Daily,EMEA,Combined,Mixed,Mixed,Mixed,EMEA/Europe/DM/Mixed/EQ/Mixed/Mixed/Combined/Mixed/Mixed/EUEQCOMB-STAP.csv,1,EU Cons. Staples,,Europe,STAP,13/01/2013,,,05:00:00
EUEQCOMB-HLTH,EU_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Mixed,EU,DM,Combined positioning in EU Health care,Daily,EMEA,Combined,Mixed,Mixed,Mixed,EMEA/Europe/DM/Mixed/EQ/Mixed/Mixed/Combined/Mixed/Mixed/EUEQCOMB-HLTH.csv,1,EU Health care,,Europe,HLTH,13/01/2013,,,05:00:00
EUEQCOMB-MATE,EU_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Mixed,EU,DM,Combined positioning in EU Materials,Daily,EMEA,Combined,Mixed,Mixed,Mixed,EMEA/Europe/DM/Mixed/EQ/Mixed/Mixed/Combined/Mixed/Mixed/EUEQCOMB-MATE.csv,1,EU Materials,,Europe,MATE,13/01/2013,,,05:00:00
TWEQSTCKDOMINDSPERET-UTIL,TW_EQ_RET,STCK,Stocks,EQ,,,IND,Taiwan,TW,EM,Domestic Retail investors' margin buying of Taiwanese Utilities Stocks,Daily,APAC,Individual,Domestic,Retail,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Individual/Speculative/Retail/TWEQSTCKDOMINDSPERET-UTIL.csv,1,Taiwain Domestic Retail Margin Utility ,DOM,Asia ex-JP,UTIL,12/01/2012,RET,SPE,07:00:00
TWEQSTCKDOMINDSPERET-RLST,TW_EQ_RET,STCK,Stocks,EQ,,,IND,Taiwan,TW,EM,Domestic Retail investors' margin buying of Taiwanese Real estate Stocks,Daily,APAC,Individual,Domestic,Retail,Speculative,APAC/Asia ex-JP/EM/Taiwan/EQ/Stocks/Domestic/Individual/Speculative/Retail/TWEQSTCKDOMINDSPERET-RLST.csv,1,Taiwain Domestic Retail Margin Real Estate ,DOM,Asia ex-JP,RLST,12/01/2012,RET,SPE,07:00:00
EUEQSTCKMIXMIXPASETF-TECH,ETF_2,STCK,Stocks,EQ,,,MIX,Mixed,EU,DM,ETFs flows into European Tech equities,Daily,EMEA,Mixed,Mixed,ETF,Passive,EMEA/Europe/DM/Mixed/EQ/Stocks/Mixed/Mixed/Passive/ETF/EUEQSTCKMIXMIXPASETF-TECH.csv,1,ETFs European Tech equities,MIX,Europe,TECH,07/12/2007,ETF,PAS,09:00:00
EUEQSTCKMIXMIXPASETF-ENER,ETF_2,STCK,Stocks,EQ,,,MIX,Mixed,EU,DM,ETFs flows into European Energy equities,Daily,EMEA,Mixed,Mixed,ETF,Passive,EMEA/Europe/DM/Mixed/EQ/Stocks/Mixed/Mixed/Passive/ETF/EUEQSTCKMIXMIXPASETF-ENER.csv,1,ETFs European Energy equities,MIX,Europe,ENER,07/12/2007,ETF,PAS,09:00:00
EUEQSTCKMIXMIXPASETF-DISC,ETF_2,STCK,Stocks,EQ,,,MIX,Mixed,EU,DM,ETFs flows into European Consumer Discretionary equities,Daily,EMEA,Mixed,Mixed,ETF,Passive,EMEA/Europe/DM/Mixed/EQ/Stocks/Mixed/Mixed/Passive/ETF/EUEQSTCKMIXMIXPASETF-DISC.csv,1,ETFs European Consumer Discretionary equities,MIX,Europe,DISC,07/12/2007,ETF,PAS,09:00:00
AUEQSTCKMIXMIXSPEMIX-COMS,AUS_EQ_SI,STCK,Stocks,EQ,,,MIX,Australia,AU,DM,Investor short positions in Australia Communication services Equities,Weekly,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Oceania/DM/Australia/EQ/Stocks/Mixed/Mixed/Speculative/Mixed/AUEQSTCKMIXMIXSPEMIX-COMS.csv,1,Aus. Comm. Serv. Short Positions,MIX,Oceania,COMS,10/06/2010,MIX,SPE,08:00:00
AUEQSTCKMIXMIXSPEMIX-INDU,AUS_EQ_SI,STCK,Stocks,EQ,,,MIX,Australia,AU,DM,Investor short positions in Australia Industrial Equities,Weekly,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Oceania/DM/Australia/EQ/Stocks/Mixed/Mixed/Speculative/Mixed/AUEQSTCKMIXMIXSPEMIX-INDU.csv,1,Aus. Industrials Short Positions,MIX,Oceania,INDU,10/06/2010,MIX,SPE,08:00:00
AUEQSTCKMIXMIXSPEMIX-STAP,AUS_EQ_SI,STCK,Stocks,EQ,,,MIX,Australia,AU,DM,Investor short positions in Australia Consumer staples Equities,Weekly,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Oceania/DM/Australia/EQ/Stocks/Mixed/Mixed/Speculative/Mixed/AUEQSTCKMIXMIXSPEMIX-STAP.csv,1,Aus. Cons. Stap. Short Positions,MIX,Oceania,STAP,10/06/2010,MIX,SPE,08:00:00
AUEQSTCKMIXMIXSPEMIX-HLTH,AUS_EQ_SI,STCK,Stocks,EQ,,,MIX,Australia,AU,DM,Investor short positions in Australia Healthcare Equities,Weekly,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Oceania/DM/Australia/EQ/Stocks/Mixed/Mixed/Speculative/Mixed/AUEQSTCKMIXMIXSPEMIX-HLTH.csv,1,Aus. Healthcare Short Positions,MIX,Oceania,HLTH,10/06/2010,MIX,SPE,08:00:00
AUEQSTCKMIXMIXSPEMIX-MATE,AUS_EQ_SI,STCK,Stocks,EQ,,,MIX,Australia,AU,DM,Investor short positions in Australia Materials Equities,Weekly,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Oceania/DM/Australia/EQ/Stocks/Mixed/Mixed/Speculative/Mixed/AUEQSTCKMIXMIXSPEMIX-MATE.csv,1,Aus. Materials Short Positions,MIX,Oceania,MATE,10/06/2010,MIX,SPE,08:00:00
AUEQSTCKMIXMIXSPEMIX-UTIL,AUS_EQ_SI,STCK,Stocks,EQ,,,MIX,Australia,AU,DM,Investor short positions in Australia Utilities Equities,Weekly,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Oceania/DM/Australia/EQ/Stocks/Mixed/Mixed/Speculative/Mixed/AUEQSTCKMIXMIXSPEMIX-UTIL.csv,1,Aus. Utilities Short Positions,MIX,Oceania,UTIL,10/06/2010,MIX,SPE,08:00:00
AUEQSTCKMIXMIXSPEMIX-RLST,AUS_EQ_SI,STCK,Stocks,EQ,,,MIX,Australia,AU,DM,Investor short positions in Australia Real estate Equities,Weekly,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Oceania/DM/Australia/EQ/Stocks/Mixed/Mixed/Speculative/Mixed/AUEQSTCKMIXMIXSPEMIX-RLST.csv,1,Aus. Real Estate Short Positions,MIX,Oceania,RLST,10/06/2010,MIX,SPE,08:00:00
GLFIBONDLTJPMIXMIXMIX,JP_FI,BOND,Bonds,FI,,LT,MIX,Mixed,GL,DM,Japanese investors' flows in Foreign Long Term Bonds,Weekly,GLOBAL,Mixed,Japan,Mixed,Mixed,GLOBAL/Global/DM/Mixed/FI/Bonds/Japan/Mixed/Mixed/Mixed/GLFIBONDLTJPMIXMIXMIX.csv,7,Japan inv.s Foreign LT Bonds,JP,Global,,05/01/2005,MIX,MIX,07:00:00
AUEQCOMB,AUS_EQ_COMB,MIX,Mixed,EQ,,,COMB,Australia,AU,DM,Combined positioning in Australia Equity,Daily,APAC,Combined,Mixed,Mixed,Mixed,APAC/Oceania/DM/Australia/EQ/Mixed/Mixed/Combined/Mixed/Mixed/AUEQCOMB.csv,1,Australia Equity,,Oceania,,11/01/2011,,,05:00:00
AUEQCOMB-TECH,AUS_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Australia,AU,DM,Combined positioning in Australia Tech,Weekly,APAC,Combined,Mixed,Mixed,Mixed,APAC/Oceania/DM/Australia/EQ/Mixed/Mixed/Combined/Mixed/Mixed/AUEQCOMB-TECH.csv,7,Australia Tech,,Oceania,TECH,15/01/2015,,,05:00:00
AUEQCOMB-ENER,AUS_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Australia,AU,DM,Combined positioning in Australia Energy,Weekly,APAC,Combined,Mixed,Mixed,Mixed,APAC/Oceania/DM/Australia/EQ/Mixed/Mixed/Combined/Mixed/Mixed/AUEQCOMB-ENER.csv,7,Australia Energy,,Oceania,ENER,15/01/2015,,,05:00:00
AUEQCOMB-DISC,AUS_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Australia,AU,DM,Combined positioning in Australia Cons. Disc,Weekly,APAC,Combined,Mixed,Mixed,Mixed,APAC/Oceania/DM/Australia/EQ/Mixed/Mixed/Combined/Mixed/Mixed/AUEQCOMB-DISC.csv,7,Australia Cons. Disc,,Oceania,DISC,15/01/2015,,,05:00:00
AUEQCOMB-FINA,AUS_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Australia,AU,DM,Combined positioning in Australia Financials,Weekly,APAC,Combined,Mixed,Mixed,Mixed,APAC/Oceania/DM/Australia/EQ/Mixed/Mixed/Combined/Mixed/Mixed/AUEQCOMB-FINA.csv,7,Australia Financials,,Oceania,FINA,15/01/2015,,,05:00:00
AUEQCOMB-INDU,AUS_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Australia,AU,DM,Combined positioning in Australia Industrials,Weekly,APAC,Combined,Mixed,Mixed,Mixed,APAC/Oceania/DM/Australia/EQ/Mixed/Mixed/Combined/Mixed/Mixed/AUEQCOMB-INDU.csv,7,Australia Industrials,,Oceania,INDU,15/01/2015,,,05:00:00
AUEQCOMB-COMS,AUS_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Australia,AU,DM,Combined positioning in Australia Com. Serv.,Weekly,APAC,Combined,Mixed,Mixed,Mixed,APAC/Oceania/DM/Australia/EQ/Mixed/Mixed/Combined/Mixed/Mixed/AUEQCOMB-COMS.csv,7,Australia Com. Serv.,,Oceania,COMS,15/01/2015,,,05:00:00
AUEQCOMB-STAP,AUS_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Australia,AU,DM,Combined positioning in Australia Cons. Staples,Weekly,APAC,Combined,Mixed,Mixed,Mixed,APAC/Oceania/DM/Australia/EQ/Mixed/Mixed/Combined/Mixed/Mixed/AUEQCOMB-STAP.csv,7,Australia Cons. Staples,,Oceania,STAP,15/01/2015,,,05:00:00
EUEQCOMB-RLST,EU_EQ_COMB_S,MIX,Mixed,EQ,,,COMB,Mixed,EU,DM,Combined positioning in EU Real Estate,Daily,EMEA,Combined,Mixed,Mixed,Mixed,EMEA/Europe/DM/Mixed/EQ/Mixed/Mixed/Combined/Mixed/Mixed/EUEQCOMB-RLST.csv,1,EU Real Estate,,Europe,RLST,13/01/2013,,,05:00:00
AUEQSTCKMIXMIXSPEMIX,AUS_EQ_SI,STCK,Stocks,EQ,,,MIX,Australia,AU,DM,Investor short positions in Australia Equities,Weekly,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Oceania/DM/Australia/EQ/Stocks/Mixed/Mixed/Speculative/Mixed/AUEQSTCKMIXMIXSPEMIX.csv,1,Aus. Short Positions ,MIX,Oceania,,10/06/2010,MIX,SPE,08:00:00
AUEQSTCKMIXMIXSPEMIX-TECH,AUS_EQ_SI,STCK,Stocks,EQ,,,MIX,Australia,AU,DM,Investor short positions in Australia Tech Equities,Weekly,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Oceania/DM/Australia/EQ/Stocks/Mixed/Mixed/Speculative/Mixed/AUEQSTCKMIXMIXSPEMIX-TECH.csv,1,Aus. Tech Short Positions ,MIX,Oceania,TECH,10/06/2010,MIX,SPE,08:00:00
AUEQSTCKMIXMIXSPEMIX-ENER,AUS_EQ_SI,STCK,Stocks,EQ,,,MIX,Australia,AU,DM,Investor short positions in Australia Energy Equities,Weekly,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Oceania/DM/Australia/EQ/Stocks/Mixed/Mixed/Speculative/Mixed/AUEQSTCKMIXMIXSPEMIX-ENER.csv,1,Aus. Energy Short Positions ,MIX,Oceania,ENER,10/06/2010,MIX,SPE,08:00:00
AUEQSTCKMIXMIXSPEMIX-FINA,AUS_EQ_SI,STCK,Stocks,EQ,,,MIX,Australia,AU,DM,Investor short positions in Australia Financial Equities,Weekly,APAC,Mixed,Mixed,Mixed,Speculative,APAC/Oceania/DM/Australia/EQ/Stocks/Mixed/Mixed/Speculative/Mixed/AUEQSTCKMIXMIXSPEMIX-FINA.csv,1,Aus. Financials Short Positions,MIX,Oceania,FINA,10/06/2010,MIX,SPE,08:00:00
